year,country_destination_id,export_val
2016,KOR,833611
2016,KWT,471345
2016,LBN,157207
2016,MDV,6205
2016,MNG,232
2016,MYS,110952
2016,NPL,194
2016,OMN,104478
2016,PAK,35681
2016,PHL,48945
2016,PSE,870
2016,QAT,8654
2016,SAU,2067292
2016,SGP,1496618
2016,SYR,27639752
2016,THA,2637373
2016,TJK,788748
2016,TKM,4796483
2016,TUR,525759
2016,UZB,1809609
2016,VNM,22389
2016,YEM,141531
2016,ALB,3137
2016,AUT,1303432
2016,BEL,41346285
2016,BGR,163439937
2016,BLR,13112166
2016,CHE,95043380
2016,CZE,2270846
2016,DEU,135133095
2016,DNK,312106
2016,ESP,132571
2016,EST,618838
2016,FIN,146626
2016,FRA,4118084
2016,GBR,1576615
2016,GRC,491482
2016,HRV,167319
2016,HUN,775775
2016,IRL,18777
2016,ITA,31512312
2016,LTU,2511755
2016,LUX,1083002
2016,LVA,1740762
2016,MDA,380103
2016,MKD,4
2016,MLT,32031
2016,NLD,55509991
2016,NOR,900
2016,POL,17309619
2016,PRT,1133
2016,ROU,22622883
2016,RUS,372986742
2016,SRB,1065
2016,SVK,213666
2016,SVN,34257
2016,SWE,147142
2016,UKR,8150894
2016,BLZ,1755903
2016,CAN,133121390
2016,MEX,101991
2016,NIC,5949
2016,TTO,10
2016,USA,39191229
2016,VGB,888593
2016,AUS,210442
2016,NZL,14908
2016,ARG,2810
2016,BRA,8792
