year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct
2007,ARM,BRA,ALL,642088.06,0.0042%
2007,ARM,CHL,ALL,17263.34,0.00011%
2007,ARM,COL,ALL,327914.79,0.0022%
2007,ARM,ECU,ALL,6306,0.000042%
2007,ARM,URY,ALL,13914.54,0.000092%
2007,ARM,VEN,ALL,115589,0.00076%
2007,ARM,XXA,ALL,4638363,0.031%
2008,ARM,BEN,ALL,1416,0.0000094%
2008,ARM,CIV,ALL,36336.79,0.00024%
2008,ARM,CMR,ALL,10152.15,0.000067%
2008,ARM,COG,ALL,10432,0.000069%
2008,ARM,DZA,ALL,61405,0.00041%
2008,ARM,EGY,ALL,108478.34,0.00072%
2008,ARM,ETH,ALL,3971,0.000026%
2008,ARM,MLI,ALL,53679.4,0.00036%
2008,ARM,MOZ,ALL,152187.03,0.0010%
2008,ARM,MUS,ALL,179429,0.0012%
2008,ARM,MWI,ALL,1036,0.0000069%
2008,ARM,NGA,ALL,17213,0.00011%
2008,ARM,RWA,ALL,60530,0.00040%
2008,ARM,SEN,ALL,225038.68,0.0015%
2008,ARM,TUN,ALL,7033,0.000047%
2008,ARM,TZA,ALL,77175,0.00051%
2008,ARM,UGA,ALL,25400,0.00017%
2008,ARM,ZAF,ALL,100144.19,0.00066%
2008,ARM,ARE,ALL,8255281.67,0.055%
2008,ARM,CHN,ALL,10890934.91,0.072%
2008,ARM,CYP,ALL,488583.94,0.0032%
2008,ARM,GEO,ALL,79851947.96,0.53%
2008,ARM,HKG,ALL,768585.46,0.0051%
2008,ARM,IDN,ALL,24887,0.00016%
2008,ARM,IND,ALL,3503630.31,0.023%
2008,ARM,IRN,ALL,22099747,0.15%
2008,ARM,ISR,ALL,4974945.98,0.033%
2008,ARM,JOR,ALL,50950,0.00034%
2008,ARM,JPN,ALL,578864.76,0.0038%
2008,ARM,KAZ,ALL,3654424.26,0.024%
2008,ARM,KGZ,ALL,312360.18,0.0021%
2008,ARM,KOR,ALL,1159789.46,0.0077%
2008,ARM,KWT,ALL,95053.94,0.00063%
2008,ARM,LBN,ALL,164228.75,0.0011%
2008,ARM,LKA,ALL,115230,0.00076%
2008,ARM,MAC,ALL,33150,0.00022%
2008,ARM,MNG,ALL,16160,0.00011%
2008,ARM,MYS,ALL,139677,0.00092%
2008,ARM,PAK,ALL,179829.72,0.0012%
2008,ARM,PHL,ALL,469690,0.0031%
2008,ARM,SAU,ALL,280802.35,0.0019%
2008,ARM,SYR,ALL,65520,0.00043%
2008,ARM,THA,ALL,4732888.4,0.031%
2008,ARM,TJK,ALL,23390,0.00015%
2008,ARM,TKM,ALL,4217013,0.028%
2008,ARM,TUR,ALL,1848175,0.012%
2008,ARM,UZB,ALL,3075372,0.020%
2008,ARM,VNM,ALL,1459365.73,0.0097%
2008,ARM,XXB,ALL,2674,0.000018%
2008,ARM,YEM,ALL,58215735.2,0.39%
2008,ARM,ALB,ALL,411053.65,0.0027%
2008,ARM,AUT,ALL,15207412.57,0.10%
2008,ARM,BGR,ALL,59307217.91,0.39%
2008,ARM,BIH,ALL,10169,0.000067%
2008,ARM,BLR,ALL,4524044.03,0.030%
2008,ARM,BLX,ALL,92869378.01,0.61%
2008,ARM,CHE,ALL,8321311.49,0.055%
2008,ARM,CZE,ALL,4722661.72,0.031%
2008,ARM,DEU,ALL,189417195.19,1.3%
2008,ARM,DNK,ALL,108208.37,0.00072%
2008,ARM,ESP,ALL,27490480.49,0.18%
2008,ARM,EST,ALL,749699.57,0.0050%
2008,ARM,FIN,ALL,323147.54,0.0021%
2008,ARM,FRA,ALL,15883605.57,0.11%
2008,ARM,GBR,ALL,41409001.6,0.27%
2008,ARM,GRC,ALL,394030.41,0.0026%
2008,ARM,HRV,ALL,308122.2,0.0020%
2008,ARM,HUN,ALL,214350.32,0.0014%
2008,ARM,IRL,ALL,24464,0.00016%
2008,ARM,ITA,ALL,26928504.27,0.18%
2008,ARM,LTU,ALL,396517.03,0.0026%
2008,ARM,LVA,ALL,1133445.57,0.0075%
2008,ARM,MDA,ALL,1639931.59,0.011%
2008,ARM,NLD,ALL,129841156.11,0.86%
2008,ARM,NOR,ALL,36415,0.00024%
2008,ARM,POL,ALL,11608464.86,0.077%
2008,ARM,ROU,ALL,251601.42,0.0017%
2008,ARM,RUS,ALL,216844674.77,1.4%
2008,ARM,SRB,ALL,559676.42,0.0037%
2008,ARM,SVK,ALL,1257651.51,0.0083%
2008,ARM,SVN,ALL,472907.76,0.0031%
2008,ARM,SWE,ALL,778998.07,0.0052%
2008,ARM,UKR,ALL,23866021.89,0.16%
2008,ARM,BLZ,ALL,2377619,0.016%
2008,ARM,CAN,ALL,16741446.38,0.11%
2008,ARM,CRI,ALL,47395.18,0.00031%
2008,ARM,DOM,ALL,100138,0.00066%
2008,ARM,MEX,ALL,336195.47,0.0022%
2008,ARM,PAN,ALL,946818,0.0063%
2008,ARM,USA,ALL,60572361.47,0.40%
2008,ARM,VGB,ALL,5049,0.000033%
2008,ARM,AUS,ALL,1719460.19,0.011%
2008,ARM,NZL,ALL,73918.99,0.00049%
2008,ARM,TON,ALL,674496.22,0.0045%
2008,ARM,BRA,ALL,192598.22,0.0013%
2008,ARM,CHL,ALL,9376537.75,0.062%
2008,ARM,COL,ALL,22963,0.00015%
2008,ARM,VEN,ALL,203498.57,0.0013%
2008,ARM,XXA,ALL,6293975,0.042%
2009,ARM,BDI,ALL,12448,0.000082%
2009,ARM,BEN,ALL,37272,0.00025%
2009,ARM,COD,ALL,28369,0.00019%
2009,ARM,EGY,ALL,768388.15,0.0051%
2009,ARM,GAB,ALL,216665,0.0014%
2009,ARM,GIN,ALL,10720,0.000071%
2009,ARM,GNQ,ALL,2552,0.000017%
2009,ARM,KEN,ALL,23945.36,0.00016%
2009,ARM,LBR,ALL,1970,0.000013%
2009,ARM,MOZ,ALL,135662.27,0.00090%
2009,ARM,MWI,ALL,120850,0.00080%
2009,ARM,SDN,ALL,29420,0.00019%
2009,ARM,SEN,ALL,114756.05,0.00076%
2009,ARM,SOM,ALL,12000,0.000079%
2009,ARM,TZA,ALL,42886.34,0.00028%
2009,ARM,ZAF,ALL,312476.47,0.0021%
2009,ARM,ARE,ALL,3891420,0.026%
2009,ARM,BHR,ALL,16215,0.00011%
2009,ARM,CHN,ALL,18904096.72,0.13%
2009,ARM,CYP,ALL,128314,0.00085%
2009,ARM,GEO,ALL,52830387.9,0.35%
2009,ARM,HKG,ALL,193470.87,0.0013%
2009,ARM,IDN,ALL,87921.94,0.00058%
2009,ARM,IND,ALL,4729930.98,0.031%
2009,ARM,IRN,ALL,13475141,0.089%
2009,ARM,IRQ,ALL,144206,0.00095%
2009,ARM,ISR,ALL,427187.6,0.0028%
2009,ARM,JOR,ALL,30906.44,0.00020%
2009,ARM,JPN,ALL,1969927.7,0.013%
2009,ARM,KAZ,ALL,2655529.99,0.018%
2009,ARM,KGZ,ALL,194422,0.0013%
2009,ARM,KOR,ALL,6993336.45,0.046%
2009,ARM,KWT,ALL,1366,0.0000090%
2009,ARM,LBN,ALL,231800.19,0.0015%
2009,ARM,MAC,ALL,109595,0.00072%
2009,ARM,MNG,ALL,61695,0.00041%
2009,ARM,MYS,ALL,58675,0.00039%
2009,ARM,PAK,ALL,95641.1,0.00063%
2009,ARM,PHL,ALL,188672,0.0012%
2009,ARM,SAU,ALL,628771.22,0.0042%
2009,ARM,SGP,ALL,93887,0.00062%
2009,ARM,SYR,ALL,192126.7,0.0013%
2009,ARM,THA,ALL,3674262.99,0.024%
2009,ARM,TJK,ALL,251542,0.0017%
2009,ARM,TKM,ALL,2742671,0.018%
2009,ARM,TUR,ALL,1086190.46,0.0072%
2009,ARM,UZB,ALL,1598465,0.011%
2009,ARM,VNM,ALL,2754341.94,0.018%
2009,ARM,ALB,ALL,421707.39,0.0028%
2009,ARM,AUT,ALL,9549216.72,0.063%
2009,ARM,BGR,ALL,50989282.91,0.34%
2009,ARM,BIH,ALL,75889.19,0.00050%
2009,ARM,BLR,ALL,5349788.28,0.035%
2009,ARM,BLX,ALL,6111207.17,0.040%
2009,ARM,CHE,ALL,26352997.42,0.17%
2009,ARM,CZE,ALL,1950259.3,0.013%
2009,ARM,DEU,ALL,117452791.77,0.78%
2009,ARM,DNK,ALL,74297.08,0.00049%
2009,ARM,ESP,ALL,13652799.59,0.090%
2009,ARM,EST,ALL,228850.56,0.0015%
2009,ARM,FIN,ALL,89642.53,0.00059%
2009,ARM,FRA,ALL,10205506.71,0.068%
2009,ARM,GBR,ALL,2190467.23,0.014%
2009,ARM,GRC,ALL,211275.77,0.0014%
2009,ARM,HRV,ALL,627072.59,0.0041%
2009,ARM,HUN,ALL,386562.68,0.0026%
2009,ARM,IRL,ALL,8161,0.000054%
2009,ARM,ITA,ALL,9088853.56,0.060%
2009,ARM,LTU,ALL,596333.91,0.0039%
2009,ARM,LVA,ALL,898605.19,0.0059%
2009,ARM,MDA,ALL,1306045.73,0.0086%
2009,ARM,MKD,ALL,5066.82,0.000034%
2009,ARM,MLT,ALL,2097.46,0.000014%
2009,ARM,MNE,ALL,143401,0.00095%
2009,ARM,NLD,ALL,51790539.16,0.34%
2009,ARM,NOR,ALL,68147.17,0.00045%
2009,ARM,POL,ALL,2651870.86,0.018%
2009,ARM,PRT,ALL,467267.53,0.0031%
2009,ARM,ROU,ALL,68766.1,0.00045%
2009,ARM,RUS,ALL,108962936.19,0.72%
2009,ARM,SRB,ALL,469219.47,0.0031%
2009,ARM,SVK,ALL,548769.78,0.0036%
2009,ARM,SVN,ALL,303856.67,0.0020%
2009,ARM,SWE,ALL,1263695.69,0.0084%
2009,ARM,UKR,ALL,13209484.08,0.087%
2009,ARM,BRB,ALL,16465,0.00011%
2009,ARM,CAN,ALL,58481048.29,0.39%
2009,ARM,DOM,ALL,103528,0.00068%
2009,ARM,HND,ALL,19420,0.00013%
2009,ARM,MEX,ALL,59382.9,0.00039%
2009,ARM,PAN,ALL,1769899,0.012%
2009,ARM,USA,ALL,65976944.15,0.44%
2009,ARM,AUS,ALL,660427.61,0.0044%
2009,ARM,NZL,ALL,57436,0.00038%
2009,ARM,ARG,ALL,124201.86,0.00082%
2009,ARM,BRA,ALL,95505,0.00063%
2009,ARM,COL,ALL,843487.3,0.0056%
2009,ARM,URY,ALL,4234.32,0.000028%
2009,ARM,XXA,ALL,6739641,0.045%
2010,ARM,BDI,ALL,24808.41,0.00016%
2010,ARM,BEN,ALL,54248,0.00036%
2010,ARM,CIV,ALL,59651.5,0.00039%
2010,ARM,EGY,ALL,331542.82,0.0022%
2010,ARM,ETH,ALL,4218,0.000028%
2010,ARM,GAB,ALL,582204,0.0039%
2010,ARM,GHA,ALL,6639,0.000044%
2010,ARM,KEN,ALL,107654.34,0.00071%
2010,ARM,MOZ,ALL,10213.26,0.000068%
2010,ARM,MRT,ALL,135806.71,0.00090%
2010,ARM,MWI,ALL,9344,0.000062%
2010,ARM,SDN,ALL,276801,0.0018%
2010,ARM,SEN,ALL,105662,0.00070%
2010,ARM,TZA,ALL,6600,0.000044%
2010,ARM,UGA,ALL,13792,0.000091%
2010,ARM,ZAF,ALL,161374.08,0.0011%
2010,ARM,ARE,ALL,6239795,0.041%
2010,ARM,BHR,ALL,19617,0.00013%
2010,ARM,CHN,ALL,35011483.95,0.23%
2010,ARM,CYP,ALL,656601.05,0.0043%
2010,ARM,GEO,ALL,50643588.3,0.33%
2010,ARM,HKG,ALL,471862.61,0.0031%
2010,ARM,IDN,ALL,186662.2,0.0012%
2010,ARM,IND,ALL,8434426.78,0.056%
2010,ARM,IRN,ALL,19087094.91,0.13%
2010,ARM,IRQ,ALL,437379,0.0029%
2010,ARM,ISR,ALL,2046221.18,0.014%
2010,ARM,JOR,ALL,11258,0.000074%
2010,ARM,JPN,ALL,3392964.68,0.022%
2010,ARM,KAZ,ALL,3057507.24,0.020%
2010,ARM,KGZ,ALL,2512007.2,0.017%
2010,ARM,KOR,ALL,4744635.37,0.031%
2010,ARM,LBN,ALL,91381.39,0.00060%
2010,ARM,LKA,ALL,23010,0.00015%
2010,ARM,MNG,ALL,19151,0.00013%
2010,ARM,MYS,ALL,158134.62,0.0010%
2010,ARM,PAK,ALL,410903.33,0.0027%
2010,ARM,QAT,ALL,215370,0.0014%
2010,ARM,SAU,ALL,92736,0.00061%
2010,ARM,SGP,ALL,79514,0.00053%
2010,ARM,SYR,ALL,151218.08,0.0010%
2010,ARM,THA,ALL,2846779.63,0.019%
2010,ARM,TJK,ALL,212980,0.0014%
2010,ARM,TKM,ALL,8336466,0.055%
2010,ARM,TUR,ALL,3024770.52,0.020%
2010,ARM,UZB,ALL,1933662,0.013%
2010,ARM,VNM,ALL,5682952.13,0.038%
2010,ARM,XXB,ALL,46756,0.00031%
2010,ARM,AUT,ALL,6067171.55,0.040%
2010,ARM,BGR,ALL,156568326.11,1.0%
2010,ARM,BIH,ALL,141048.48,0.00093%
2010,ARM,BLR,ALL,5082102.51,0.034%
2010,ARM,BLX,ALL,72236839.66,0.48%
2010,ARM,CHE,ALL,19714432.68,0.13%
2010,ARM,CZE,ALL,2276279.16,0.015%
2010,ARM,DEU,ALL,139737790.7,0.92%
2010,ARM,DNK,ALL,160888.69,0.0011%
2010,ARM,ESP,ALL,22400307.52,0.15%
2010,ARM,EST,ALL,614321.1,0.0041%
2010,ARM,FIN,ALL,221674.53,0.0015%
2010,ARM,FRA,ALL,12402016.84,0.082%
2010,ARM,GBR,ALL,432908.69,0.0029%
2010,ARM,GRC,ALL,153082.25,0.0010%
2010,ARM,HRV,ALL,1394821.73,0.0092%
2010,ARM,HUN,ALL,302590.22,0.0020%
2010,ARM,ISL,ALL,45000,0.00030%
2010,ARM,ITA,ALL,11031884.76,0.073%
2010,ARM,LTU,ALL,853702.39,0.0056%
2010,ARM,LVA,ALL,1444457.62,0.0096%
2010,ARM,MDA,ALL,982809.59,0.0065%
2010,ARM,MNE,ALL,1556,0.000010%
2010,ARM,NLD,ALL,97850477.33,0.65%
2010,ARM,NOR,ALL,314336.47,0.0021%
2010,ARM,POL,ALL,4082147.44,0.027%
2010,ARM,ROU,ALL,299716.45,0.0020%
2010,ARM,RUS,ALL,164180345.95,1.1%
2010,ARM,SRB,ALL,721688.38,0.0048%
