year,country_destination_id,import_val
2010,UGA,1923891.36
2010,ZAF,5199670.66
2010,ZMB,6296
2010,ZWE,1267.77
2010,AFG,10532.16
2010,ARE,35999789.62
2010,BGD,578320
2010,BHR,241834.44
2010,CHN,388694465.7
2010,CYP,1659696.06
2010,GEO,148162870.5
2010,HKG,4327092.94
2010,IDN,26654754.03
2010,IND,45334427.29
2010,IRN,227888501.2
2010,IRQ,81425.31
2010,ISR,12382325.52
2010,JOR,107084.54
2010,JPN,52792086.08
2010,KAZ,13185392.49
2010,KGZ,2263546.1
2010,KHM,122454
2010,KOR,67604390.45
2010,KWT,114001.23
2010,LAO,3738
2010,LBN,5209676.24
2010,LKA,1636517.89
2010,MMR,89440.86
2010,MNG,4250
